Common name,Count,Year,Month,Day,Location,Month as a number
Caddisfly,1,2019,Jul,31,Bells Pond,7
Ruby Meadowhawk,2,2019,Jul,31,Bells Pond,7
Damselfly,1,2019,Jul,31,Bells Pond,7
Damselfly,3,2019,Jul,31,Bells Pond,7
Ruby Meadowhawk,1,2019,Jul,31,Bells Pond,7
Damselfly,1,2019,Jul,31,Bells Pond,7
Damselfly,2,2019,Jul,31,Bells Pond,7
Ruby Meadowhawk,2,2019,Jul,31,Bells Pond,7
Caddisfly,1,2019,Jul,31,Bells Pond,7
Ruby Meadowhawk,2,2019,Jul,31,Bells Pond,7
Damselfly,3,2019,Jul,31,Bells Pond,7
Ruby Meadowhawk,6,2019,Jul,31,Bells Pond,7
Damselfly,1,2019,Jul,31,Bells Pond,7
Ruby Meadowhawk,5,2019,Jul,31,Bells Pond,7
Damselfly,1,2019,Jul,31,Bells Pond,7
Ruby Meadowhawk,3,2019,Jul,31,Bells Pond,7
Damselfly,1,2019,Jul,31,Bells Pond,7
Ruby Meadowhawk,1,2019,Jul,31,Bells Pond,7
Damselfly,1,2019,Jul,31,Bells Pond,7
Band-winged Meadowhawk,1,2019,Jul,31,John Archies Pond,7
Damselfly,10,2019,Jul,31,John Archies Pond,7
Damselfly,8,2019,Jul,31,John Archies Pond,7
Band-winged Meadowhawk,1,2019,Jul,31,John Archies Pond,7
Damselfly,15,2019,Jul,31,John Archies Pond,7
Lake Darner,1,2019,Jul,31,John Archies Pond,7
Damselfly,18,2019,Jul,31,John Archies Pond,7
Band-winged Meadowhawk,1,2019,Jul,31,John Archies Pond,7
Damselfly,31,2019,Jul,31,John Archies Pond,7
Band-winged Meadowhawk,3,2019,Jul,31,John Archies Pond,7
Damselfly,31,2019,Jul,31,John Archies Pond,7
Lake Darner,1,2019,Jul,31,John Archies Pond,7
Band-winged Meadowhawk,1,2019,Jul,31,John Archies Pond,7
Damselfly,17,2019,Jul,31,John Archies Pond,7
Band-winged Meadowhawk,4,2019,Jul,31,John Archies Pond,7
Damselfly,24,2019,Jul,31,John Archies Pond,7
Band-winged Meadowhawk,2,2019,Jul,31,John Archies Pond,7
Damselfly,8,2019,Jul,31,John Archies Pond,7
Band-winged Meadowhawk,1,2019,Jul,31,John Archies Pond,7
Damselfly,2,2019,Jul,31,John Archies Pond,7
Damselfly,2,2019,Jul,31,John Archies Pond,7
Damselfly,2,2019,Jul,31,John Archies Pond,7
Damselfly,2,2019,Jul,31,John Archies Pond,7
Damselfly,5,2019,Jul,31,John Archies Pond,7
Damselfly,1,2019,Jul,31,John Archies Pond,7
Band-winged Meadowhawk,1,2019,Jul,31,John Archies Pond,7
Damselfly,1,2019,Jul,31,John Archies Pond,7
Damselfly,4,2019,Jul,31,John Archies Pond,7
Damselfly,1,2019,Jul,31,John Archies Pond,7
Damselfly,2,2019,Jul,31,John Archies Pond,7
Damselfly,2,2019,Jul,31,John Archies Pond,7
Damselfly,6,2019,Jul,31,John Archies Pond,7
Ruby Meadowhawk,1,2019,Jul,31,John Archies Pond,7
Damselfly,6,2019,Jul,31,John Archies Pond,7
Damselfly,10,2019,Jul,31,John Archies Pond,7
Damselfly,7,2019,Jul,31,John Archies Pond,7
Damselfly,6,2019,Jul,31,John Archies Pond,7
Damselfly,7,2019,Jul,31,John Archies Pond,7
Damselfly,4,2019,Jul,31,John Archies Pond,7
Band-winged Meadowhawk,4,2019,Jul,31,John Archies Pond,7
Damselfly,11,2019,Jul,31,John Archies Pond,7
Band-winged Meadowhawk,3,2019,Jul,31,John Archies Pond,7
Damselfly,5,2019,Jul,31,John Archies Pond,7
Band-winged Meadowhawk,6,2019,Jul,31,John Archies Pond,7
Damselfly,3,2019,Jul,31,John Archies Pond,7
Ruby Meadowhawk,2,2019,Jul,31,John Archies Pond,7
Band-winged Meadowhawk,3,2019,Jul,31,John Archies Pond,7
Damselfly,9,2019,Jul,31,John Archies Pond,7
Band-winged Meadowhawk,5,2019,Jul,31,John Archies Pond,7
Damselfly,2,2019,Jul,31,John Archies Pond,7
Band-winged Meadowhawk,5,2019,Jul,31,John Archies Pond,7
Damselfly,11,2019,Jul,31,John Archies Pond,7
Lake Darner,3,2019,Jul,31,John Archies Pond,7
Band-winged Meadowhawk,6,2019,Jul,31,John Archies Pond,7
Damselfly,5,2019,Jul,31,John Archies Pond,7
Band-winged Meadowhawk,4,2019,Jul,31,John Archies Pond,7
Damselfly,16,2019,Jul,31,John Archies Pond,7
Band-winged Meadowhawk,10,2019,Jul,31,John Archies Pond,7
Damselfly,5,2019,Jul,31,John Archies Pond,7
Band-winged Meadowhawk,3,2019,Jul,31,John Archies Pond,7
Damselfly,3,2019,Jul,31,John Archies Pond,7
Caddisfly,13,2019,Jun,25,Bells Pond,6
Damselfly,1,2019,Jun,25,Bells Pond,6
Damselfly,3,2019,Jun,25,Bells Pond,6
Damselfly,1,2019,Jun,25,Bells Pond,6
Damselfly,1,2019,Jun,25,Bells Pond,6
Canada Darner,1,2019,Jun,25,Bells Pond,6
Damselfly,3,2019,Jun,25,Bells Pond,6
Damselfly,4,2019,Jun,25,Bells Pond,6
Caddisfly,14,2019,Jun,25,Bells Pond,6
Caddisfly,1,2019,Jun,25,Bells Pond,6
Damselfly,1,2019,Jun,25,Bells Pond,6
Damselfly,2,2019,Jun,25,Bells Pond,6
Damselfly,1,2019,Jun,25,Bells Pond,6
Band-winged Meadowhawk,1,2019,Jun,25,Bells Pond,6
Damselfly,2,2019,Jun,25,Bells Pond,6
Damselfly,1,2019,Jun,25,Bells Pond,6
Damselfly,1,2019,Jun,25,Bells Pond,6
Damselfly,1,2019,Jun,25,Bells Pond,6
Damselfly,2,2019,Jun,25,Bells Pond,6
NOT ODONATA,2,2019,Jun,25,Bells Pond,6
Beetle,1,2019,Jun,25,Bells Pond,6
Chalk-fronted Corporal,1,2019,Jun,25,Bells Pond,6
Damselfly,17,2019,Jun,25,John Archies Pond,6
Damselfly,19,2019,Jun,25,John Archies Pond,6
Damselfly,25,2019,Jun,25,John Archies Pond,6
Damselfly,5,2019,Jun,25,John Archies Pond,6
Damselfly,3,2019,Jun,25,John Archies Pond,6
Damselfly,7,2019,Jun,25,John Archies Pond,6
Damselfly,6,2019,Jun,25,John Archies Pond,6
Damselfly,7,2019,Jun,25,John Archies Pond,6
Damselfly,14,2019,Jun,25,John Archies Pond,6
Damselfly,7,2019,Jun,25,John Archies Pond,6
Damselfly,4,2019,Jun,25,John Archies Pond,6
Damselfly,1,2019,Jun,25,John Archies Pond,6
Damselfly,1,2019,Jun,25,John Archies Pond,6
Damselfly,1,2019,Jun,25,John Archies Pond,6
Damselfly,6,2019,Jun,25,John Archies Pond,6
Damselfly,14,2019,Jun,25,John Archies Pond,6
Damselfly,4,2019,Jun,25,John Archies Pond,6
Damselfly,23,2019,Jun,25,John Archies Pond,6
Chalk-fronted Corporal,1,2019,Jun,25,John Archies Pond,6
Damselfly,14,2019,Jun,25,John Archies Pond,6
Damselfly,9,2019,Jun,25,John Archies Pond,6
Damselfly,3,2019,Jun,25,John Archies Pond,6
Chalk-fronted Corporal,1,2019,Jun,25,John Archies Pond,6
Damselfly,2,2019,Jun,25,John Archies Pond,6
Damselfly,9,2019,Jun,25,John Archies Pond,6
Damselfly,2,2019,Jun,25,John Archies Pond,6
Damselfly,2,2019,Jun,25,John Archies Pond,6
Damselfly,5,2019,Jun,25,John Archies Pond,6
Chalk-fronted Corporal,1,2019,Jun,25,John Archies Pond,6
Damselfly,17,2019,Jun,25,John Archies Pond,6
Damselfly,19,2019,Jun,25,John Archies Pond,6
Chalk-fronted Corporal,1,2019,Jun,25,John Archies Pond,6
Damselfly,16,2019,Jun,25,John Archies Pond,6
Chalk-fronted Corporal,1,2019,Jun,25,John Archies Pond,6
Damselfly,21,2019,Jun,25,John Archies Pond,6
Chalk-fronted Corporal,1,2019,Jun,25,John Archies Pond,6
Damselfly,5,2019,Jun,25,John Archies Pond,6
Damselfly,11,2019,Jun,25,John Archies Pond,6
Damselfly,2,2019,Jun,25,John Archies Pond,6
Chalk-fronted Corporal,1,2019,Jun,25,John Archies Pond,6
Damselfly,30,2019,Jun,25,John Archies Pond,6
Damselfly,36,2019,Jun,25,John Archies Pond,6
Chalk-fronted Corporal,1,2019,Jun,25,John Archies Pond,6
Damselfly,22,2019,Jun,25,John Archies Pond,6
Damselfly,1,2019,Jun,26,Bog Pond,6
Damselfly,1,2019,Jun,26,Bog Pond,6
Caddisfly,1,2019,Jun,26,Bog Pond,6
NOT ODONATA,6,2019,Jun,26,Bog Pond,6
Fly,2,2019,Jun,26,Bog Pond,6
Damselfly,1,2019,Jun,26,Bowley Pond,6
Damselfly,1,2019,Jun,26,Bowley Pond,6
Damselfly,1,2019,Jun,26,Bowley Pond,6
Caddisfly,2,2019,Jun,26,Bowley Pond,6
Damselfly,1,2019,Jun,26,Bowley Pond,6
Damselfly,2,2019,Jun,26,Bowley Pond,6
Caddisfly,1,2019,Jun,26,Bowley Pond,6
Variable Darner,1,2019,Jun,26,Bowley Pond,6
Darner,1,2019,Jun,26,Bowley Pond,6
Spiny Baskettail,1,2019,Jun,26,Bowley Pond,6
Ruby Meadowhawk,1,2019,Jun,26,Bowley Pond,6
Caddisfly,1,2019,Jun,26,Bowley Pond,6
NOT ODONATA,1,2019,Jun,26,Bowley Pond,6
Caddisfly,2,2019,Jun,26,Bowley Pond,6
Caddisfly,2,2019,Jun,26,Bowley Pond,6
Caddisfly,2,2019,Jun,26,Bowley Pond,6
Damselfly,3,2019,Jun,26,Bowley Pond,6
Caddisfly,2,2019,Jun,26,Bowley Pond,6
Damselfly,1,2019,Jun,26,Bowley Pond,6
Canada Darner,1,2020,Aug,3,Bells Pond,8
Ruby Meadowhawk,1,2020,Aug,3,Bells Pond,8
Damselfly,1,2020,Aug,3,Bells Pond,8
Lance-tipped Darner,2,2020,Aug,3,Bells Pond,8
Ruby Meadowhawk,2,2020,Aug,3,Bells Pond,8
Damselfly,1,2020,Aug,3,Bells Pond,8
Caddisfly,1,2020,Aug,3,Bells Pond,8
Damselfly,1,2020,Aug,3,Bells Pond,8
Damselfly,5,2020,Aug,3,Bells Pond,8
Ruby Meadowhawk,5,2020,Aug,3,Bells Pond,8
Band-winged Meadowhawk,1,2020,Aug,3,Bells Pond,8
Damselfly,1,2020,Aug,3,Bells Pond,8
Caddisfly,1,2020,Aug,3,Bells Pond,8
Saffron-winged Meadowhawk,2,2020,Aug,3,Bells Pond,8
Band-winged Meadowhawk,1,2020,Aug,3,Bells Pond,8
Damselfly,1,2020,Aug,3,Bells Pond,8
Damselfly,3,2020,Aug,3,Bells Pond,8
Lance-tipped Darner,1,2020,Aug,3,Bells Pond,8
Caddisfly,1,2020,Aug,3,Bells Pond,8
Damselfly,1,2020,Aug,3,Bells Pond,8
Darner,1,2020,Aug,3,Bells Pond,8
Saffron-winged Meadowhawk,1,2020,Aug,3,Bells Pond,8
Damselfly,1,2020,Aug,3,Bells Pond,8
Damselfly,2,2020,Aug,3,Bells Pond,8
Damselfly,1,2020,Aug,3,Bells Pond,8
Caddisfly,1,2020,Aug,3,Bells Pond,8
Damselfly,1,2020,Aug,3,Bells Pond,8
Caddisfly,1,2020,Aug,3,Bells Pond,8
Damselfly,1,2020,Aug,3,Bells Pond,8
Band-winged Meadowhawk,1,2020,Aug,3,Bells Pond,8
Damselfly,1,2020,Aug,3,Bells Pond,8
Caddisfly,1,2020,Aug,3,Bells Pond,8
Damselfly,1,2020,Aug,3,Bells Pond,8
Damselfly,2,2020,Aug,3,Bells Pond,8
Damselfly,2,2020,Aug,3,John Archies Pond,8
Damselfly,2,2020,Aug,3,John Archies Pond,8
Damselfly,3,2020,Aug,3,John Archies Pond,8
Damselfly,1,2020,Aug,3,John Archies Pond,8
Damselfly,3,2020,Aug,3,John Archies Pond,8
Damselfly,5,2020,Aug,3,John Archies Pond,8
Damselfly,2,2020,Aug,3,John Archies Pond,8
Damselfly,1,2020,Aug,3,John Archies Pond,8
Damselfly,3,2020,Aug,3,John Archies Pond,8
Damselfly,3,2020,Aug,3,John Archies Pond,8
Damselfly,2,2020,Aug,3,John Archies Pond,8
Damselfly,3,2020,Aug,3,John Archies Pond,8
Damselfly,7,2020,Aug,3,John Archies Pond,8
NOT ODONATA,1,2020,Aug,3,John Archies Pond,8
Damselfly,3,2020,Aug,3,John Archies Pond,8
Damselfly,7,2020,Aug,3,John Archies Pond,8
Damselfly,4,2020,Aug,3,John Archies Pond,8
Damselfly,2,2020,Aug,3,John Archies Pond,8
Damselfly,3,2020,Aug,3,John Archies Pond,8
Damselfly,4,2020,Aug,3,John Archies Pond,8
Damselfly,7,2020,Aug,3,John Archies Pond,8
Damselfly,3,2020,Aug,3,John Archies Pond,8
Damselfly,3,2020,Aug,3,John Archies Pond,8
Damselfly,2,2020,Aug,3,John Archies Pond,8
Damselfly,3,2020,Aug,3,John Archies Pond,8
Ruby Meadowhawk,1,2020,Aug,3,John Archies Pond,8
Damselfly,3,2020,Aug,3,John Archies Pond,8
Lance-tipped Darner,1,2020,Aug,3,John Archies Pond,8
Damselfly,4,2020,Aug,3,John Archies Pond,8
Damselfly,9,2020,Aug,3,John Archies Pond,8
Damselfly,5,2020,Aug,3,John Archies Pond,8
Damselfly,5,2020,Aug,3,John Archies Pond,8
Damselfly,4,2020,Aug,3,John Archies Pond,8
Damselfly,6,2020,Aug,3,John Archies Pond,8
Damselfly,3,2020,Aug,3,John Archies Pond,8
Damselfly,1,2020,Aug,4,Bog Pond,8
Band-winged meadowhawk,1,2020,Aug,4,Bog Pond,8
Damselfly,1,2020,Aug,4,Bog Pond,8
Damselfly,1,2020,Aug,4,Bog Pond,8
Band-winged Meadowhawk,3,2020,Aug,4,Bog Pond,8
Lance-tipped Darner,1,2020,Aug,4,Bog Pond,8
Band-winged Meadowhawk,2,2020,Aug,4,Bog Pond,8
Band-winged Meadowhawk,3,2020,Aug,4,Bog Pond,8
Band-winged Meadowhawk,3,2020,Aug,4,Bog Pond,8
Damselfly,1,2020,Aug,4,Bog Pond,8
Ruby Meadowhawk,3,2020,Aug,4,Bog Pond,8
Ruby Meadowhawk,4,2020,Aug,4,Bog Pond,8
Ruby Meadowhawk,4,2020,Aug,4,Bog Pond,8
Band-winged Meadowhawk,1,2020,Aug,4,Bog Pond,8
Band-winged Meadowhawk,1,2020,Aug,4,Bog Pond,8
Damselfly,1,2020,Aug,4,Bog Pond,8
Band-winged Meadowhawk,1,2020,Aug,4,Bog Pond,8
Ruby Meadowhawk,1,2020,Aug,4,Bog Pond,8
Band-winged Meadowhawk,1,2020,Aug,4,Bog Pond,8
Meadowhawk,1,2020,Aug,4,Bog Pond,8
Damselfly,1,2020,Aug,4,Bog Pond,8
Band-winged Meadowhawk,1,2020,Aug,4,Bowley Pond,8
Lance-tipped Darner,2,2020,Aug,4,Bowley Pond,8
Band-winged Meadowhawk,3,2020,Aug,4,Bowley Pond,8
Saffron-winged Meadowhawk,1,2020,Aug,4,Bowley Pond,8
Band-winged Meadowhawk,3,2020,Aug,4,Bowley Pond,8
Lance-tipped Darner,1,2020,Aug,4,Bowley Pond,8
Damselfly,1,2020,Aug,4,Bowley Pond,8
Ruby Meadowhawk,3,2020,Aug,4,Bowley Pond,8
NOT ODONATA,1,2020,Aug,4,Bowley Pond,8
Ruby Meadowhawk,2,2020,Aug,4,Bowley Pond,8
Damselfly,1,2020,Aug,4,Bowley Pond,8
Band-winged Meadowhawk,3,2020,Aug,4,Bowley Pond,8
Band-winged Meadowhawk,3,2020,Aug,4,Bowley Pond,8
Ruby Meadowhawk,2,2020,Aug,4,Bowley Pond,8
Band-winged Meadowhawk,5,2020,Aug,4,Bowley Pond,8
Damselfly,1,2020,Aug,5,Bowley Pond,8
Band-winged Meadowhawk,2,2020,Aug,5,Bowley Pond,8
Band-winged Meadowhawk,2,2020,Aug,5,Bowley Pond,8
Damselfly,1,2020,Aug,5,Bowley Pond,8
Band-winged Meadowhawk,1,2020,Aug,5,Bowley Pond,8
Saffron-winged Meadowhawk,2,2020,Aug,5,Bowley Pond,8
Band-winged Meadowhawk,1,2020,Aug,5,Bowley Pond,8
Band-winged Meadowhawk,3,2020,Aug,5,Bowley Pond,8
Damselfly,1,2020,Aug,5,Bowley Pond,8
Saffron-winged Meadowhawk,1,2020,Aug,5,Bowley Pond,8
Ruby Meadowhawk,7,2020,Aug,5,Bowley Pond,8
Band-winged Meadowhawk,2,2020,Aug,5,Bowley Pond,8
Band-winged meadowhawk,1,2020,Aug,5,Bowley Pond,8
Meadowhawk,1,2020,Aug,5,Bowley Pond,8
Band-winged Meadowhawk,1,2020,Jun,23,Bells Pond,6
Damselfly,2,2020,Jun,23,Bells Pond,6
Caddisfly,1,2020,Jun,23,Bells Pond,6
Damselfly,2,2020,Jun,23,Bells Pond,6
Damselfly,1,2020,Jun,23,Bells Pond,6
Damselfly,2,2020,Jun,23,Bells Pond,6
Damselfly,1,2020,Jun,23,Bells Pond,6
Band-winged Meadowhawk,1,2020,Jun,23,Bells Pond,6
Damselfly,2,2020,Jun,23,Bells Pond,6
Band-winged Meadowhawk,1,2020,Jun,23,Bells Pond,6
Damselfly,4,2020,Jun,23,Bells Pond,6
Damselfly,4,2020,Jun,23,Bells Pond,6
Band-winged Meadowhawk,1,2020,Jun,23,Bells Pond,6
Caddisfly,1,2020,Jun,23,Bells Pond,6
Caddisfly,1,2020,Jun,23,Bells Pond,6
Damselfly,4,2020,Jun,23,Bells Pond,6
Damselfly,3,2020,Jun,23,Bells Pond,6
Damselfly,1,2020,Jun,23,Bells Pond,6
Damselfly,3,2020,Jun,23,Bells Pond,6
Damselfly,5,2020,Jun,23,Bells Pond,6
Damselfly,2,2020,Jun,23,Bells Pond,6
Damselfly,6,2020,Jun,23,Bells Pond,6
Damselfly,1,2020,Jun,23,Bells Pond,6
Band-winged Meadowhawk,1,2020,Jun,23,Bells Pond,6
Damselfly,2,2020,Jun,23,Bells Pond,6
Caddisfly,1,2020,Jun,23,Bells Pond,6
Damselfly,1,2020,Jun,23,Bells Pond,6
Damselfly,2,2020,Jun,23,Bells Pond,6
Caddisfly,1,2020,Jun,23,Bells Pond,6
Damselfly,1,2020,Jun,23,Bells Pond,6
Damselfly,1,2020,Jun,23,Bells Pond,6
Damselfly,1,2020,Jun,23,Bells Pond,6
Damselfly,1,2020,Jun,23,Bells Pond,6
Damselfly,2,2020,Jun,23,Bells Pond,6
Band-winged Meadowhawk,1,2020,Jun,23,Bells Pond,6
Damselfly,5,2020,Jun,23,Bog Pond,6
Caddisfly,2,2020,Jun,23,Bog Pond,6
Damselfly,1,2020,Jun,23,Bog Pond,6
Damselfly,3,2020,Jun,23,Bog Pond,6
Damselfly,2,2020,Jun,23,Bog Pond,6
Damselfly,1,2020,Jun,23,Bog Pond,6
Caddisfly,1,2020,Jun,23,Bog Pond,6
Damselfly,2,2020,Jun,23,Bog Pond,6
Damselfly,2,2020,Jun,23,Bog Pond,6
Ruby Meadowhawk,1,2020,Jun,23,Bog Pond,6
Damselfly,1,2020,Jun,23,Bog Pond,6
Damselfly,6,2020,Jun,23,Bog Pond,6
Damselfly,1,2020,Jun,23,Bog Pond,6
Damselfly,1,2020,Jun,23,Bowley Pond,6
Damselfly,2,2020,Jun,23,Bowley Pond,6
Damselfly,1,2020,Jun,23,Bowley Pond,6
Damselfly,4,2020,Jun,23,Bowley Pond,6
Damselfly,3,2020,Jun,23,Bowley Pond,6
Damselfly,1,2020,Jun,23,Bowley Pond,6
Damselfly,3,2020,Jun,23,Bowley Pond,6
Damselfly,1,2020,Jun,23,Bowley Pond,6
Damselfly,1,2020,Jun,23,Bowley Pond,6
Damselfly,2,2020,Jun,23,Bowley Pond,6
Damselfly,1,2020,Jun,23,Bowley Pond,6
Damselfly,1,2020,Jun,23,Bowley Pond,6
Damselfly,1,2020,Jun,23,Bowley Pond,6
Damselfly,2,2020,Jun,23,Bowley Pond,6
Damselfly,2,2020,Jun,23,Bowley Pond,6
Damselfly,1,2020,Jun,23,Bowley Pond,6
Damselfly,1,2020,Jun,23,Bowley Pond,6
Damselfly,1,2020,Jun,23,Bowley Pond,6
Damselfly,13,2020,Jun,23,John Archies Pond,6
Damselfly,4,2020,Jun,23,John Archies Pond,6
Caddisfly,1,2020,Jun,23,John Archies Pond,6
Damselfly,23,2020,Jun,23,John Archies Pond,6
Damselfly,19,2020,Jun,23,John Archies Pond,6
Caddisfly,4,2020,Jun,23,John Archies Pond,6
Damselfly,12,2020,Jun,23,John Archies Pond,6
Damselfly,19,2020,Jun,23,John Archies Pond,6
Caddisfly,8,2020,Jun,23,John Archies Pond,6
Damselfly,31,2020,Jun,23,John Archies Pond,6
Caddisfly,1,2020,Jun,23,John Archies Pond,6
Damselfly,28,2020,Jun,23,John Archies Pond,6
Damselfly,36,2020,Jun,23,John Archies Pond,6
Caddisfly,1,2020,Jun,23,John Archies Pond,6
Damselfly,15,2020,Jun,23,John Archies Pond,6
Damselfly,12,2020,Jun,23,John Archies Pond,6
Damselfly,34,2020,Jun,23,John Archies Pond,6
Damselfly,7,2020,Jun,23,John Archies Pond,6
Caddisfly,3,2020,Jun,23,John Archies Pond,6
Damselfly,19,2020,Jun,23,John Archies Pond,6
Caddisfly,7,2020,Jun,23,John Archies Pond,6
Damselfly,11,2020,Jun,23,John Archies Pond,6
Damselfly,3,2020,Jun,23,John Archies Pond,6
Caddisfly,3,2020,Jun,23,John Archies Pond,6
Damselfly,6,2020,Jun,23,John Archies Pond,6
Caddisfly,1,2020,Jun,23,John Archies Pond,6
Damselfly,13,2020,Jun,23,John Archies Pond,6
Damselfly,2,2020,Jun,23,John Archies Pond,6
Damselfly,11,2020,Jun,23,John Archies Pond,6
Caddisfly,1,2020,Jun,23,John Archies Pond,6
Damselfly,4,2020,Jun,23,John Archies Pond,6
Damselfly,6,2020,Jun,23,John Archies Pond,6
Damselfly,5,2020,Jun,23,John Archies Pond,6
Caddisfly,1,2020,Jun,23,John Archies Pond,6
Damselfly,4,2020,Jun,23,John Archies Pond,6
Damselfly,8,2020,Jun,23,John Archies Pond,6
Damselfly,12,2020,Jun,23,John Archies Pond,6
Damselfly,15,2020,Jun,23,John Archies Pond,6
Damselfly,21,2020,Jun,23,John Archies Pond,6
Damselfly,19,2020,Jun,23,John Archies Pond,6
Caddisfly,1,2020,Jun,23,John Archies Pond,6
Damselfly,11,2020,Jun,23,John Archies Pond,6
Caddisfly,3,2020,Jun,23,John Archies Pond,6
Damselfly,18,2020,Jun,23,John Archies Pond,6
Damselfly,48,2020,Jun,23,John Archies Pond,6
Caddisfly,4,2020,Jun,23,John Archies Pond,6
Damselfly,22,2020,Jun,23,John Archies Pond,6
Caddisfly,1,2020,Jun,23,John Archies Pond,6
Damselfly,42,2020,Jun,23,John Archies Pond,6
Caddisfly,3,2020,Jun,23,John Archies Pond,6
Damselfly,37,2020,Jun,23,John Archies Pond,6
Caddisfly,2,2020,Jun,23,John Archies Pond,6
Damselfly,19,2020,Jun,23,John Archies Pond,6
Caddisfly,7,2020,Jun,23,John Archies Pond,6
Damselfly,31,2020,Jun,23,John Archies Pond,6
Damselfly,43,2020,Jun,23,John Archies Pond,6
Caddisfly,1,2020,Jun,23,John Archies Pond,6
Damselfly,11,2020,Jun,23,John Archies Pond,6
Caddisfly,2,2020,Jun,23,John Archies Pond,6
Damselfly,34,2020,Jun,23,John Archies Pond,6
Damselfly,2,2020,Jun,24,Bog Pond,6
Damselfly,2,2020,Jun,24,Bog Pond,6
Damselfly,1,2020,Jun,24,Bog Pond,6
Damselfly,5,2020,Jun,24,Bog Pond,6
Damselfly,2,2020,Jun,24,Bog Pond,6
Damselfly,1,2020,Jun,24,Bog Pond,6
Damselfly,2,2020,Jun,24,Bog Pond,6
Damselfly,3,2020,Jun,24,Bog Pond,6
Damselfly,3,2020,Jun,24,Bog Pond,6
Damselfly,7,2020,Jun,24,Bog Pond,6
Damselfly,4,2020,Jun,24,Bog Pond,6
Damselfly,2,2020,Jun,24,Bog Pond,6
Damselfly,1,2020,Jun,24,Bog Pond,6
Damselfly,1,2020,Jun,24,Bog Pond,6
Damselfly,4,2020,Jun,24,Bog Pond,6
Damselfly,1,2020,Jun,24,Bog Pond,6
Damselfly,2,2020,Jun,24,Bowley Pond,6
Damselfly,1,2020,Jun,24,Bowley Pond,6
Damselfly,2,2020,Jun,24,Bowley Pond,6
Damselfly,4,2020,Jun,24,Bowley Pond,6
Damselfly,3,2020,Jun,24,Bowley Pond,6
Damselfly,1,2020,Jun,24,Bowley Pond,6
Damselfly,1,2020,Jun,24,Bowley Pond,6
Damselfly,7,2020,Jun,24,Bowley Pond,6
Damselfly,1,2020,Jun,24,Bowley Pond,6
Damselfly,1,2020,Jun,24,Bowley Pond,6
Damselfly,1,2020,Jun,24,Bowley Pond,6
Damselfly,2,2020,Jun,24,Bowley Pond,6
Damselfly,2,2020,Jun,24,Bowley Pond,6
Darner,1,2021,Aug,4,Bells Pond,8
Ruby Meadowhawk,4,2021,Aug,4,Bells Pond,8
Lance-tipped Darner,1,2021,Aug,4,Bells Pond,8
Ruby Meadowhawk,4,2021,Aug,4,Bells Pond,8
Damselfly,1,2021,Aug,4,Bells Pond,8
Ruby Meadowhawk,4,2021,Aug,4,Bells Pond,8
Ruby Meadowhawk,2,2021,Aug,4,Bells Pond,8
Damselfly,2,2021,Aug,4,Bells Pond,8
Ruby Meadowhawk,10,2021,Aug,4,Bells Pond,8
Ruby Meadowhawk,4,2021,Aug,4,Bells Pond,8
Damselfly,1,2021,Aug,4,Bells Pond,8
Ruby Meadowhawk,1,2021,Aug,4,Bells Pond,8
Damselfly,2,2021,Aug,4,Bells Pond,8
Damselfly,1,2021,Aug,4,Bells Pond,8
Damselfly,1,2021,Aug,4,Bells Pond,8
Caddisfly,1,2021,Aug,4,Bells Pond,8
Ruby Meadowhawk,2,2021,Aug,4,Bells Pond,8
Damselfly,1,2021,Aug,4,Bells Pond,8
Ruby Meadowhawk,1,2021,Aug,4,Bells Pond,8
Damselfly,1,2021,Aug,4,Bells Pond,8
Ruby Meadowhawk,3,2021,Aug,4,Bells Pond,8
Damselfly,1,2021,Aug,4,Bells Pond,8
Ruby Meadowhawk,2,2021,Aug,4,Bells Pond,8
Damselfly,1,2021,Aug,4,Bells Pond,8
Ruby Meadowhawk,1,2021,Aug,4,Bells Pond,8
Ruby Meadowhawk,4,2021,Aug,4,Bells Pond,8
Damselfly,1,2021,Aug,4,Bells Pond,8
Ruby Meadowhawk,1,2021,Aug,4,Bells Pond,8
Ruby Meadowhawk,1,2021,Aug,4,Bells Pond,8
Ruby Meadowhawk,4,2021,Aug,4,Bells Pond,8
Ruby Meadowhawk,6,2021,Aug,4,Bells Pond,8
Damselfly,4,2021,Aug,4,Bells Pond,8
Ruby Meadowhawk,1,2021,Aug,4,Bog Pond,8
Damselfly,3,2021,Aug,4,Bog Pond,8
Ruby Meadowhawk,1,2021,Aug,4,Bog Pond,8
Damselfly,2,2021,Aug,4,Bog Pond,8
Ruby Meadowhawk,2,2021,Aug,4,Bog Pond,8
Ruby Meadowhawk,6,2021,Aug,4,Bog Pond,8
Ruby Meadowhawk,3,2021,Aug,4,Bog Pond,8
Damselfly,1,2021,Aug,4,Bog Pond,8
Damselfly,3,2021,Aug,4,Bog Pond,8
Ruby Meadowhawk,2,2021,Aug,4,Bog Pond,8
Damselfly,1,2021,Aug,4,Bog Pond,8
Damselfly,1,2021,Aug,4,Bog Pond,8
Damselfly,2,2021,Aug,4,Bog Pond,8
Damselfly,2,2021,Aug,4,Bog Pond,8
Ruby Meadowhawk,1,2021,Aug,4,Bog Pond,8
Ruby Meadowhawk,2,2021,Aug,4,Bog Pond,8
Ruby Meadowhawk,1,2021,Aug,4,Bog Pond,8
